step,coverage,cum_time,info_gain,overlap,fail,dt
1.560000000000000000e+02,5.775694444440433450e-01,6.791345859129802598e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.933835385865677020e-02
1.570000000000000000e+02,5.775694444440433450e-01,6.842301835708701319e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.095597657889873455e-02
1.580000000000000000e+02,5.775694444440433450e-01,6.881543847174034667e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.924201146533308482e-02
1.590000000000000000e+02,5.775694444440433450e-01,6.932325723344050061e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.078187617001548443e-02
1.600000000000000000e+02,5.775694444440433450e-01,6.970624127365033118e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.829840402098341062e-02
1.610000000000000000e+02,5.775694444440433450e-01,7.021580103943931839e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.095597657889873455e-02
1.620000000000000000e+02,5.775694444440433450e-01,7.072405565222776858e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.082546127884540049e-02
1.630000000000000000e+02,5.775694444440433450e-01,7.121348936541552099e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.894337131877496416e-02
1.640000000000000000e+02,5.775694444440433450e-01,7.172304913120450820e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.095597657889873455e-02
1.650000000000000000e+02,5.775694444440433450e-01,7.204535158894254110e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.223024577380364381e-02
1.660000000000000000e+02,5.775694444440433450e-01,7.243777170359587458e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.924201146533308482e-02
1.670000000000000000e+02,5.775694444440433450e-01,7.294548142606245733e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.077097224665848979e-02
1.680000000000000000e+02,5.775694444440433450e-01,7.333886496464902649e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.933835385865677020e-02
1.690000000000000000e+02,5.775694444440433450e-01,7.382829867783677891e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.894337131877496416e-02
1.700000000000000000e+02,5.775694444440433450e-01,7.421128271804660947e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.829840402098341062e-02
1.710000000000000000e+02,5.775694444440433450e-01,7.470071643123436189e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.894337131877496416e-02
1.720000000000000000e+02,5.775694444440433450e-01,7.509313654588769538e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.924201146533308482e-02
1.730000000000000000e+02,5.775694444440433450e-01,7.548652008447426454e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.933835385865677020e-02
1.740000000000000000e+02,5.775694444440433450e-01,7.586950412468409510e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.829840402098341062e-02
1.750000000000000000e+02,5.775694444440433450e-01,7.619180658242212800e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.223024577380364381e-02
1.760000000000000000e+02,5.775694444440433450e-01,7.668124029560988042e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.894337131877496416e-02
1.770000000000000000e+02,5.775694444440433450e-01,7.707462383419644958e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.933835385865677020e-02
1.780000000000000000e+02,5.775694444440433450e-01,7.757363856287185833e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.990147286754061107e-02
1.790000000000000000e+02,5.775694444440433450e-01,7.796605867752519181e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.924201146533308482e-02
1.800000000000000000e+02,5.775694444440433450e-01,7.846507340620060056e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.990147286754061107e-02
1.810000000000000000e+02,5.775694444440433450e-01,7.895450711938835298e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.894337131877496416e-02
1.820000000000000000e+02,5.775694444440433450e-01,7.934789065797492214e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.933835385865677020e-02
1.830000000000000000e+02,5.775694444440433450e-01,7.967019311571295503e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.223024577380364381e-02
1.840000000000000000e+02,5.775694444440433450e-01,8.000365618987681060e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.334630741638633378e-02
1.850000000000000000e+02,5.775694444440433450e-01,8.040427766372616247e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.006214738493585337e-02
1.860000000000000000e+02,5.775694444440433450e-01,8.079669777837949596e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.924201146533308482e-02
1.870000000000000000e+02,5.775694444440433450e-01,8.130495239116795503e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.082546127884540049e-02
1.880000000000000000e+02,5.775694444440433450e-01,8.179438610435569856e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.894337131877496416e-02
1.890000000000000000e+02,5.775694444440433450e-01,8.217737014456552913e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.829840402098341062e-02
1.900000000000000000e+02,5.775694444440433450e-01,8.257075368315209829e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.933835385865677020e-02
1.910000000000000000e+02,5.775694444440433450e-01,8.307846340561868104e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.077097224665848979e-02
1.920000000000000000e+02,5.775694444440433450e-01,8.356789711880642457e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.894337131877496416e-02
1.930000000000000000e+02,5.775694444440433450e-01,8.395088115901625514e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.829840402098341062e-02
1.940000000000000000e+02,5.775694444440433450e-01,8.434426469760282430e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.933835385865677020e-02
1.950000000000000000e+02,5.775694444440433450e-01,8.485197442006940705e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.077097224665848979e-02
1.960000000000000000e+02,5.775694444440433450e-01,8.518543749423326261e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.334630741638633378e-02
1.970000000000000000e+02,5.775694444440433450e-01,8.558605896808261448e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.006214738493585337e-02
1.980000000000000000e+02,5.775694444440433450e-01,8.609431358087107355e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.082546127884540049e-02
1.990000000000000000e+02,5.775694444440433450e-01,8.658374729405881709e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.894337131877496416e-02
2.000000000000000000e+02,5.775694444440433450e-01,8.697713083264538625e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.933835385865677020e-02
2.010000000000000000e+02,5.775694444440433450e-01,8.736011487285521682e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.829840402098341062e-02
2.020000000000000000e+02,5.775694444440433450e-01,8.786836948564367589e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.082546127884540049e-02
2.030000000000000000e+02,5.775694444440433450e-01,8.837792925143267198e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.095597657889873455e-02
2.040000000000000000e+02,5.775694444440433450e-01,8.888574801313282592e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.078187617001548443e-02
2.050000000000000000e+02,5.775694444440433450e-01,8.928636948698217779e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.006214738493585337e-02
2.060000000000000000e+02,5.775694444440433450e-01,8.960867194472021069e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.223024577380364381e-02
2.070000000000000000e+02,5.775694444440433450e-01,8.994213501888406626e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.334630741638633378e-02
2.080000000000000000e+02,5.775694444440433450e-01,9.045038963167252533e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.082546127884540049e-02
2.090000000000000000e+02,5.775694444440433450e-01,9.083337367188235589e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.829840402098341062e-02
2.100000000000000000e+02,5.775694444440433450e-01,9.134162828467081496e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.082546127884540049e-02
2.110000000000000000e+02,5.775694444440433450e-01,9.183106199785855850e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.894337131877496416e-02
2.120000000000000000e+02,5.775694444440433450e-01,9.216452507202241407e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.334630741638633378e-02
2.130000000000000000e+02,5.775694444440433450e-01,9.256514654587176594e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.006214738493585337e-02
2.140000000000000000e+02,5.775694444440433450e-01,9.307296530757191988e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.078187617001548443e-02
2.150000000000000000e+02,5.775694444440433450e-01,9.358067503003850263e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.077097224665848979e-02
2.160000000000000000e+02,5.775694444440433450e-01,9.397405856862507179e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.933835385865677020e-02
2.170000000000000000e+02,5.775694444440433450e-01,9.447307329730048053e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.990147286754061107e-02
2.180000000000000000e+02,5.775694444440433450e-01,9.496250701048822407e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.894337131877496416e-02
2.190000000000000000e+02,5.775694444440433450e-01,9.546152173916363282e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.990147286754061107e-02
2.200000000000000000e+02,5.775694444440433450e-01,9.586214321301298469e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.006214738493585337e-02
2.210000000000000000e+02,5.775694444440433450e-01,9.625456332766631817e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.924201146533308482e-02
2.220000000000000000e+02,5.775694444440433450e-01,9.663754736787614874e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.829840402098341062e-02
2.230000000000000000e+02,5.775694444440433450e-01,9.703816884172550061e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.006214738493585337e-02
2.240000000000000000e+02,5.775694444440433450e-01,9.736047129946353351e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.223024577380364381e-02
2.250000000000000000e+02,5.775694444440433450e-01,9.775385483805010267e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.933835385865677020e-02
2.260000000000000000e+02,5.775694444440433450e-01,9.814627495270343616e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.924201146533308482e-02
2.270000000000000000e+02,5.775694444440433450e-01,9.865398467517001890e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.077097224665848979e-02
2.280000000000000000e+02,5.775694444440433450e-01,9.897628713290805180e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.223024577380364381e-02
2.290000000000000000e+02,5.775694444440433450e-01,9.946572084609579534e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.894337131877496416e-02
2.300000000000000000e+02,5.775694444440433450e-01,9.997397545888425441e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.082546127884540049e-02
2.310000000000000000e+02,5.775694444440433450e-01,1.003663955735375879e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.924201146533308482e-02
2.320000000000000000e+02,5.775694444440433450e-01,1.006998586477014435e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.334630741638633378e-02
2.330000000000000000e+02,5.775694444440433450e-01,1.010922787623547769e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.924201146533308482e-02
2.340000000000000000e+02,5.775694444440433450e-01,1.014145812200928098e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.223024577380364381e-02
2.350000000000000000e+02,5.775694444440433450e-01,1.017480442942566654e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.334630741638633378e-02
2.360000000000000000e+02,5.775694444440433450e-01,1.022374780074444089e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.894337131877496416e-02
2.370000000000000000e+02,5.775694444440433450e-01,1.027452967691445629e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.078187617001548443e-02
2.380000000000000000e+02,5.775694444440433450e-01,1.031459182429939148e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.006214738493585337e-02
2.390000000000000000e+02,5.775694444440433450e-01,1.035393017815804839e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.933835385865677020e-02
2.400000000000000000e+02,5.775694444440433450e-01,1.038727648557443395e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.334630741638633378e-02
2.410000000000000000e+02,5.775694444440433450e-01,1.042733863295936914e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.006214738493585337e-02
2.420000000000000000e+02,5.775694444440433450e-01,1.046068494037575469e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.334630741638633378e-02
2.430000000000000000e+02,5.775694444440433450e-01,1.050002329423441161e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.933835385865677020e-02
2.440000000000000000e+02,5.775694444440433450e-01,1.054896666555318596e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.894337131877496416e-02
2.450000000000000000e+02,5.775694444440433450e-01,1.059979212683203187e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.082546127884540049e-02
2.460000000000000000e+02,5.775694444440433450e-01,1.063202237260583516e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.223024577380364381e-02
2.470000000000000000e+02,5.775694444440433450e-01,1.068280424877585055e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.078187617001548443e-02
2.480000000000000000e+02,5.775694444440433450e-01,1.073270572164339143e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.990147286754061107e-02
2.490000000000000000e+02,5.775694444440433450e-01,1.078164909296216578e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.894337131877496416e-02
2.500000000000000000e+02,5.775694444440433450e-01,1.083155056582970666e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.990147286754061107e-02
2.510000000000000000e+02,5.775694444440433450e-01,1.086489687324609221e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.334630741638633378e-02
2.520000000000000000e+02,5.775694444440433450e-01,1.090319527726707527e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.829840402098341062e-02
2.530000000000000000e+02,5.775694444440433450e-01,1.095309675013461614e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.990147286754061107e-02
2.540000000000000000e+02,5.775694444440433450e-01,1.099139515415559920e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.829840402098341062e-02
2.550000000000000000e+02,5.775694444440433450e-01,1.103073350801425612e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.933835385865677020e-02
2.560000000000000000e+02,5.775694444440433450e-01,1.108168948459315573e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.095597657889873455e-02
2.570000000000000000e+02,5.775694444440433450e-01,1.111998788861413878e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.829840402098341062e-02
2.580000000000000000e+02,5.775694444440433450e-01,1.115922990007947213e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.924201146533308482e-02
2.590000000000000000e+02,5.775694444440433450e-01,1.120913137294701301e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.990147286754061107e-02
2.600000000000000000e+02,5.775694444440433450e-01,1.125807474426578736e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.894337131877496416e-02
2.610000000000000000e+02,5.775694444440433450e-01,1.130797621713332823e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.990147286754061107e-02
2.620000000000000000e+02,5.775694444440433450e-01,1.134627462115431129e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.829840402098341062e-02
2.630000000000000000e+02,5.775694444440433450e-01,1.139710008243315720e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.082546127884540049e-02
2.640000000000000000e+02,5.775694444440433450e-01,1.144805605901205681e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.095597657889873455e-02
2.650000000000000000e+02,5.775694444440433450e-01,1.149883793518207220e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.078187617001548443e-02
2.660000000000000000e+02,5.775694444440433450e-01,1.153713633920305526e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.829840402098341062e-02
2.670000000000000000e+02,5.775694444440433450e-01,1.157719848658799044e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.006214738493585337e-02
2.680000000000000000e+02,5.775694444440433450e-01,1.161054479400437600e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.334630741638633378e-02
2.690000000000000000e+02,5.775694444440433450e-01,1.165948816532315035e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.894337131877496416e-02
2.700000000000000000e+02,5.775694444440433450e-01,1.169778656934413341e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.829840402098341062e-02
2.710000000000000000e+02,5.775694444440433450e-01,1.174672994066290777e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.894337131877496416e-02
2.720000000000000000e+02,5.775694444440433450e-01,1.179750091290956604e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.077097224665848979e-02
2.730000000000000000e+02,5.775694444440433450e-01,1.183084722032595160e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.334630741638633378e-02
2.740000000000000000e+02,5.775694444440433450e-01,1.188161819257260987e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.077097224665848979e-02
2.750000000000000000e+02,5.775694444440433450e-01,1.192168033995754506e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.006214738493585337e-02
2.760000000000000000e+02,5.775694444440433450e-01,1.197062371127631941e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.894337131877496416e-02
2.770000000000000000e+02,5.775694444440433450e-01,1.201068585866125460e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.006214738493585337e-02
2.780000000000000000e+02,5.775694444440433450e-01,1.206058733152879547e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.990147286754061107e-02
2.790000000000000000e+02,5.775694444440433450e-01,1.209992568538745239e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.933835385865677020e-02
2.800000000000000000e+02,5.775694444440433450e-01,1.215069665763411066e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.077097224665848979e-02
2.810000000000000000e+02,5.775694444440433450e-01,1.219964002895288502e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.894337131877496416e-02
2.820000000000000000e+02,5.775694444440433450e-01,1.223187027472668831e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.223024577380364381e-02
2.830000000000000000e+02,5.775694444440433450e-01,1.228265215089670370e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.078187617001548443e-02
2.840000000000000000e+02,5.775694444440433450e-01,1.233342312314336198e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.077097224665848979e-02
2.850000000000000000e+02,5.775694444440433450e-01,1.238420499931337737e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.078187617001548443e-02
2.860000000000000000e+02,5.775694444440433450e-01,1.241755130672976293e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.334630741638633378e-02
2.870000000000000000e+02,5.775694444440433450e-01,1.246837676800860883e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.082546127884540049e-02
2.880000000000000000e+02,5.775694444440433450e-01,1.250060701378241212e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.223024577380364381e-02
2.890000000000000000e+02,5.775694444440433450e-01,1.253994536764106904e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.933835385865677020e-02
2.900000000000000000e+02,5.775694444440433450e-01,1.257329167505745460e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.334630741638633378e-02
2.910000000000000000e+02,5.775694444440433450e-01,1.260552192083125789e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.223024577380364381e-02
2.920000000000000000e+02,5.775694444440433450e-01,1.265634738211010379e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.082546127884540049e-02
2.930000000000000000e+02,5.775694444440433450e-01,1.268857762788390708e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.223024577380364381e-02
2.940000000000000000e+02,5.775694444440433450e-01,1.273935950405392248e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.078187617001548443e-02
2.950000000000000000e+02,5.775694444440433450e-01,1.279013047630058075e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.077097224665848979e-02
2.960000000000000000e+02,5.775694444440433450e-01,1.282842888032156381e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.829840402098341062e-02
2.970000000000000000e+02,5.775694444440433450e-01,1.287833035318910468e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.990147286754061107e-02
2.980000000000000000e+02,5.775694444440433450e-01,1.291167666060549024e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.334630741638633378e-02
2.990000000000000000e+02,5.775694444440433450e-01,1.294390690637929353e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.223024577380364381e-02
3.000000000000000000e+02,5.775694444440433450e-01,1.299380837924683441e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.990147286754061107e-02
3.010000000000000000e+02,5.775694444440433450e-01,1.303210678326781746e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.829840402098341062e-02
3.020000000000000000e+02,5.775694444440433450e-01,1.308306275984671707e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.095597657889873455e-02
3.030000000000000000e+02,5.775694444440433450e-01,1.312230477131205042e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.924201146533308482e-02
3.040000000000000000e+02,5.775694444440433450e-01,1.316164312517070734e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.933835385865677020e-02
3.050000000000000000e+02,5.775694444440433450e-01,1.319387337094451063e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.223024577380364381e-02
3.060000000000000000e+02,5.775694444440433450e-01,1.323217177496549368e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.829840402098341062e-02
3.070000000000000000e+02,5.775694444440433450e-01,1.328111514628426804e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.894337131877496416e-02
3.080000000000000000e+02,5.775694444440433450e-01,1.331941355030525109e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.829840402098341062e-02
3.090000000000000000e+02,5.775694444440433450e-01,1.335275985772163665e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.334630741638633378e-02
3.100000000000000000e+02,5.775694444440433450e-01,1.339200186918697000e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.924201146533308482e-02
3.110000000000000000e+02,5.775694444440433450e-01,1.344190334205451087e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.990147286754061107e-02
3.120000000000000000e+02,5.775694444440433450e-01,1.349285931863341048e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.095597657889873455e-02
3.130000000000000000e+02,5.775694444440433450e-01,1.353210133009874383e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.924201146533308482e-02
3.140000000000000000e+02,5.775694444440433450e-01,1.358104470141751818e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.894337131877496416e-02
3.150000000000000000e+02,5.775694444440433450e-01,1.361327494719132147e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.223024577380364381e-02
3.160000000000000000e+02,5.775694444440433450e-01,1.366221831851009583e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.894337131877496416e-02
3.170000000000000000e+02,5.775694444440433450e-01,1.371300019468011122e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.078187617001548443e-02
3.180000000000000000e+02,5.775694444440433450e-01,1.376382565595895713e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.082546127884540049e-02
3.190000000000000000e+02,5.775694444440433450e-01,1.380316400981761404e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.933835385865677020e-02
3.200000000000000000e+02,5.775694444440433450e-01,1.385411998639651365e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.095597657889873455e-02
3.210000000000000000e+02,5.775694444440433450e-01,1.389336199786184700e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.924201146533308482e-02
